date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:43:16	10200/10200	---MCZ	200	added ('OK')	application/javascript	etag:%220ad52be373800076719bc452d65d7be1-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/core.mindb7c.js?17121a112ecec3d656efe5c5f493429c9acf2179	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/core.mindb7cdb7c.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:17	1316/1316	---M-Z	200	added ('OK')	application/javascript	etag:%22ad378f558823c5070ac75a66d4fede97-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/templates/cassiopeia/js/template.min9dcf.js?510110586cdf8d29dc55ba13f7edf9e6	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/templates/cassiopeia/js/template.min9dcf9dcf.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:18	3082/3082	---MCZ	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/messages-es5.minc20e.html?3cfa02e233a3320687fe9b7d1134d90c6d88e40a	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/messages-es5.minc20ec20e.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:18	6746/6746	---MCZ	200	added ('OK')	application/javascript	etag:%22374aa3314fe392245c54044cca694d36-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/messages.minae9f.js?7425e8d1cb9e4f061d5e30271d6d99b085344117	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/js/messages.minae9fae9f.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:19	26016/26016	---MCZ	200	added ('OK')	text/css	etag:%22901e42087beedd664eb55e9e3a31d38f-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider.minda7d.css?ver=f4759c2e	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider.minda7dda7d.css	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:20	168472/168472	---MCZ	200	added ('OK')	application/javascript	etag:%228d52242398cab4732d550374848f78f5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/n2.minda7d.js?ver=f4759c2e	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/n2.minda7dda7d.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:20	328939/328939	---MCZ	200	added ('OK')	application/javascript	etag:%22b24c7162507ee616c74d9b28836a6505-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.minda7d.js?ver=f4759c2e	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0/media/smartslider3/src/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.minda7dda7d.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:21	4106/4106	---MCZ	200	added ('OK')	application/javascript	etag:%22b18c32bfc12ccfcc1712070d6d250678-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3/Slider/SliderType/Block/Assets/dist/ss-block.minda7d.js?ver=f4759c2e	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0/media/smartslider3/src/SmartSlider3/Slider/SliderType/Block/Assets/dist/ss-block.minda7dda7d.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:21	38026/38026	---MCZ	200	added ('OK')	application/javascript	etag:%222ef37937a7cf4b5b244255b6a5fc9321-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/smartslider3/src/SmartSlider3Pro/Application/Frontend/Assets/dist/particle.minda7d.js?ver=f4759c2e	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0/media/smartslider3/src/SmartSlider3Pro/Application/Frontend/Assets/dist/particle.minda7dda7d.js	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:23	399102/399102	---M--	200	added ('OK')	image/png	etag:%225208208f0ca6b16ee482a0ea99482ba2-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/logow.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/logow.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:23	4882/4882	---M--	200	added ('OK')	image/png	etag:%22d6f84586c6d6880017c8cedf64ec5589-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/dex.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/dex.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:23	5428799/5428799	---M--	200	added ('OK')	image/gif	etag:%22f4608aed6c5e15ca26650705b55f975b-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/money.gif	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/money.gif	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:23	4235/4235	---M--	200	added ('OK')	image/png	etag:%22624779c0930ac7449b95d23ab37c2908-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/scan-w.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/scan-w.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:24	3950/3950	---M--	200	added ('OK')	image/png	etag:%22cb24a632c1873b307c7785a5828a14db-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/twi-w.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/twi-w.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:24	11392/11392	---M--	200	added ('OK')	image/png	etag:%225a6d7b402b0c3ab8427ffae0decffea7-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/telegram-icon-512x512-z8lb0qsx.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/telegram-icon-512x512-z8lb0qsx.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:25	4855/4855	---M--	200	added ('OK')	image/png	etag:%220b1256c4b460b834fca6860242426e6f-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/cmcwhite.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/cmcwhite.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:26	6555/6555	---M--	200	added ('OK')	image/png	etag:%2287d87251e8ccb914f6a4310eb5c7cc11-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/uni-w.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/uni-w.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:26	378242/378242	---M--	200	added ('OK')	image/png	etag:%22bc3a28e71a0a3dec2f5bc229cf516abd-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/head.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/head.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:27	732556/732556	---M--	200	added ('OK')	image/jpeg	etag:%221232bc039f35d4ceaca89061402dc2c6-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/money-wallpaper.jpg	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/money-wallpaper.jpg	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:27	161408/161408	---M--	200	added ('OK')	image/gif	etag:%22447cc821e4050c03ea131bac7a780d75-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/gif-1--unscreen.gif	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/gif-1--unscreen.gif	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:28	336015/336015	---M--	200	added ('OK')	image/png	etag:%223f3717adaaa249864b427ee60fe5a01e-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/headbig.png	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/headbig.png	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:29	1455584/1455584	---M--	200	added ('OK')	image/jpeg	etag:%22b5810897adec0b692a8dc76ca9335bc4-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/check.jpg	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/check.jpg	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:30	946631/946631	---M--	200	added ('OK')	image/gif	etag:%22fc5c15f682cd64d3dc71da5e150d5f61-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/gif-unscreen.gif	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/gif-unscreen.gif	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:30	3082/3082	---M-Z	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/4.html	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/4.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:31	6139571/6139571	---M--	200	added ('OK')	video/mp4	etag:%22bfaccbabb974bec0b7a8cdf132b17d12-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/roadd.mp4	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/roadd.mp4	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:32	3082/3082	---MCZ	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-400.html	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-400.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/css/joomla-fontawesome.min9dcf.css?510110586cdf8d29dc55ba13f7edf9e6)
08:43:32	9759973/9759973	---M--	200	added ('OK')	video/mp4	etag:%22cb65f5060e7cca713c50a0982782182b-ssl%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/aaaa.mp4	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/images/aaaa.mp4	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/index.html)
08:43:32	3082/3082	---MCZ	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-400d41d.html?	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-400d41dd41d.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/css/joomla-fontawesome.min9dcf.css?510110586cdf8d29dc55ba13f7edf9e6)
08:43:33	3082/3082	---MCZ	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-401.html	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-401.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/css/joomla-fontawesome.min9dcf.css?510110586cdf8d29dc55ba13f7edf9e6)
08:43:33	3082/3082	---M-Z	200	added ('OK')	text/html	etag:%2239b461d64bb11b85d3d194758752e6d5-ssl-df%22	https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-402.html	C:/My%20Web%20Sites/pupa2/64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/vendor/fontawesome-free/webfonts/fa-regular-402.html	(from https://64975080f4f574123b9b5887--timely-entremet-767bc4.netlify.app/649580c2e15b4e1f42e55bba--bucolic-blini-c26de0.netlify.app/media/system/css/joomla-fontawesome.min9dcf.css?510110586cdf8d29dc55ba13f7edf9e6)
